db_id	question	hardness	query
okul_otobüsü	Azalan yaş sırasına göre sürücülerin isimlerini göster.	easy	SELECT İsim FROM sürücü ORDER BY Yaş DESC
okul_otobüsü	Farklı bütün memleketleri göster.	easy	SELECT DISTINCT Memleket FROM sürücü
okul_otobüsü	En fazla sürücünün bulunduğu memleketi gösterin.	hard	SELECT Memleket FROM sürücü GROUP BY Memleket ORDER BY count(*) DESC LIMIT 1
okul_otobüsü	Hartford'dan olan ve 40 yaşından büyük sürücüleri olan partiyi göster.	medium	SELECT Parti FROM sürücü WHERE Memleket = 'Hartford' AND Yaş > 40
okul_otobüsü	40'tan yaşlı en az iki sürücünün memleketi olan yerleri göster.	medium	SELECT Memleket FROM sürücü WHERE Yaş > 40 GROUP BY Memleket HAVING count(*) >= 2
okul_otobüsü	Sürücüsü 40 yaşından büyük olanlar dışındaki tüm memleketleri göster.	hard	SELECT Memleket FROM sürücü EXCEPT SELECT Memleket FROM sürücü WHERE yaş > 40
okul_otobüsü	Okul otobüsü olmayan sürücülerin isimlerini göster.	hard	SELECT İsim FROM sürücü WHERE Sürücü_NO NOT IN (SELECT Sürücü_NO FROM okul_otobüsü)
okul_otobüsü	İki okula sahip okul türlerini göster.	easy	SELECT Tür FROM Okul GROUP BY Tür HAVING count(*) = 2
okul_otobüsü	Tüm okul otobüsleri için okul ismini ve sürücü sürücü ismini göster.	medium	SELECT T2.okul , T3.İsim FROM okul_otobüsü AS T1 JOIN okul AS T2 ON T1.Okul_NO = T2.Okul_NO JOIN sürücü AS T3 ON T1.sürücü_no = T3.sürücü_no
okul_otobüsü	Okul otobüsünde çalışılan maksimum, minimum ve ortalama yıl sayısı nedir?	medium	SELECT max(Çalıştığı_Yıl) , min(Çalıştığı_Yıl) , avg(Çalıştığı_Yıl) FROM okul_otobüsü
okul_otobüsü	Okul otobüsü olmayan okulların isimlerini ve türlerini göster.	extra	SELECT Okul , Tür FROM Okul WHERE Okul_NO NOT IN (SELECT Okul_NO FROM okul_otobüsü)
okul_otobüsü	Okul türünü ve her tür için otobüs sayısını göster.	medium	SELECT T2.Tür , count(*) FROM okul_otobüsü AS T1 JOIN okul AS T2 ON T1.Okul_NO = T2.Okul_NO GROUP BY T2.Tür
okul_otobüsü	Hartford şehrinden veya 40 yaşından genç olan kaç tane sürücü var?	medium	SELECT count(*) FROM sürücü WHERE Memleket = 'Hartford' OR Yaş < 40
okul_otobüsü	Hartford şehrinden ve 40 yaşından genç olan sürücülerin isimlerini sırala.	medium	SELECT İsim FROM sürücü WHERE Memleket = 'Hartford' AND Yaş < 40
okul_otobüsü	En uzun çalışma geçmişine sahip okul otobüsünü kullanan sürücünün ismini bul.	hard	SELECT t1.İsim FROM sürücü AS t1 JOIN okul_otobüsü AS t2 ON t1.sürücü_no = t2.sürücü_no ORDER BY Çalıştığı_Yıl DESC LIMIT 1
uçuş_şirketi	Hızı 200'den fazla olan kaç tan uçuş var?	easy	SELECT count(*) FROM uçuş WHERE hız > 200
uçuş_şirketi	İrtifaya göre bütün ucuşların araç uçuş numaralarını, tarihlerini ve pilotlarını sırala.	medium	SELECT Araç_Uçuş_numarası , tarih , pilot FROM uçuş ORDER BY irtifa ASC
uçuş_şirketi	Havalimanlarının numarasını, ülkesini, şehrini ve ismini ada göre alfabetik olarak sırala.	medium	SELECT no , Ülke , Şehir , isim FROM havalimanı ORDER BY isim
uçuş_şirketi	Şirketlerin maksimum grup hisse ortaklığı nedir?	easy	SELECT max(Grup_Hisse_Ortaklığı) FROM işleten_şirket
uçuş_şirketi	"""Thompson"" adlı pilotun hızı nedir?"	easy	SELECT avg(hız) FROM uçuş WHERE pilot = 'Thompson'
uçuş_şirketi	Bugüne kadar uçuş gerçekleştiren şirketlerin isimleri ve türleri nelerdir?	medium	SELECT T1.isim , T1.Tür FROM işleten_şirket AS T1 JOIN uçuş AS t2 ON T1.no = T2.şirket_no
uçuş_şirketi	İzlanda ülkesinde olmayan havalimanlarının isimleri nelerdir?	easy	SELECT isim FROM havalimanı WHERE Ülke != 'İzlanda'
uçuş_şirketi	200'den az hızda herhangi bir uçuşu idare etmiş şirketlerin farklı türleri nelerdir?	medium	SELECT DISTINCT T1.Tür FROM işleten_şirket AS T1 JOIN uçuş AS t2 ON T1.no = T2.şirket_no WHERE T2.hız < 200
uçuş_şirketi	Bugüne kadar uçuş gerçekleştiren şirketlerin isimleri ve türleri nelerdir?	medium	SELECT T1.no , T1.isim FROM işleten_şirket AS T1 JOIN uçuş AS t2 ON T1.no = T2.şirket_no GROUP BY T1.no HAVING count(*) > 1
uçuş_şirketi	En çok uçuşu olan havalimanının numarası, ismi ve IATA kodu nedir?	extra	SELECT T1.no , T1.isim , T1.IATA FROM havalimanı AS T1 JOIN uçuş AS T2 ON T1.no = T2.havalimanı_no GROUP BY T2.no ORDER BY count(*) DESC LIMIT 1
uçuş_şirketi	ABD'de veya Billund Havalimanı'nda uçuş yapmış farklı pilotların isimleri nelerdir?	hard	SELECT DISTINCT T2.pilot FROM havalimanı AS T1 JOIN uçuş AS T2 ON T1.no = T2.havalimanı_no WHERE T1.Ülke = 'ABD' OR T1.isim = 'Billund Havalimanı'
uçuş_şirketi	En yaygın şirket türü nedir ve kaç tane vardır?	hard	SELECT tür , count(*) FROM işleten_şirket GROUP BY tür ORDER BY count(*) DESC LIMIT 1
uçuş_şirketi	Pilot 'Thompson'ın hava taşıtı uçurmadığı kaç tane havalimanı vardır?	extra	SELECT count(*) FROM havalimanı WHERE no NOT IN ( SELECT havalimanı_no FROM uçuş WHERE pilot = 'Thompson' );
uçuş_şirketi	Temelde 'Kargo' ve 'Yiyecek hizmetleri' hizmetleri yapan şirketler için uçmuş pilotların isimlerini sırala.	extra	SELECT T2.pilot FROM işleten_şirket AS T1 JOIN uçuş AS t2 ON T1.no = T2.şirket_no WHERE T1.Ana_faaliyetler = 'Kargo' INTERSECT SELECT T2.pilot FROM işleten_şirket AS T1 JOIN uçuş AS t2 ON T1.no = T2.şirket_no WHERE T1.Ana_faaliyetler = 'Yiyecek hizmetleri'
uçuş_şirketi	Hangi havaalanı adlarında 'uluslararası' kelimesi yer alıyor?	medium	SELECT isim FROM havalimanı WHERE isim LIKE '%Uluslararası%'
uçuş_şirketi	Her havalimanında kaç tane şirket havayolu işletiyor?	hard	SELECT T3.no , count(*) FROM işleten_şirket AS T1 JOIN uçuş AS t2 ON T1.no = T2.şirket_no JOIN havalimanı AS T3 ON T2.havalimanı_no = T3.no GROUP BY T3.no
uçuş_şirketi	Her ülkede kaç tane havalimanı vardır?	medium	SELECT count(*) , Ülke FROM havalimanı GROUP BY Ülke
uçuş_şirketi	Hangi ülkelerde 2'den fazla havaalanı var?	easy	SELECT Ülke FROM havalimanı GROUP BY Ülke HAVING count(*) > 2
uçuş_şirketi	En çok uçuştan sorumlu pilot hangisidir?	hard	SELECT pilot FROM uçuş GROUP BY pilot ORDER BY count(*) DESC LIMIT 1
cre_dokümanlar_ve_harcamalar	Kaç tane hesap var?	easy	SELECT count(*) FROM hesaplar
cre_dokümanlar_ve_harcamalar	Hesap sayısını say.	easy	SELECT count(*) FROM hesaplar
cre_dokümanlar_ve_harcamalar	Bütün hesapların numaralarını ve detaylarını göster.	medium	SELECT hesap_no , hesap_detayları FROM hesaplar
cre_dokümanlar_ve_harcamalar	Bütün hesapların numaraları ve detayları nelerdir?	medium	SELECT hesap_no , hesap_detayları FROM hesaplar
cre_dokümanlar_ve_harcamalar	Kaç beyanımız var?	easy	SELECT count(*) FROM beyanlar
cre_dokümanlar_ve_harcamalar	Beyan sayısını say.	easy	SELECT count(*) FROM beyanlar
cre_dokümanlar_ve_harcamalar	Bütün beyan numaralarını ve detaylarını sırala.	medium	SELECT beyan_no , beyan_detayları FROM beyanlar
cre_dokümanlar_ve_harcamalar	Bütün beyan numaraları ve detayları nelerdir?	medium	SELECT beyan_no , beyan_detayları FROM beyanlar
cre_dokümanlar_ve_harcamalar	Hesaplar için beyan numarasını, beyan detayını ve hesap detayını göster.	medium	SELECT T1.beyan_no , T2.beyan_detayları , T1.hesap_detayları FROM hesaplar AS T1 JOIN beyanlar AS T2 ON T1.beyan_no = T2.beyan_no
cre_dokümanlar_ve_harcamalar	Bütün hesapların beyan numaraları, detayları ile bu hesapların detayları nelerdir?	medium	SELECT T1.beyan_no , T2.beyan_detayları , T1.hesap_detayları FROM hesaplar AS T1 JOIN beyanlar AS T2 ON T1.beyan_no = T2.beyan_no
cre_dokümanlar_ve_harcamalar	Her beyan için tüm beyan numaralarını ve hesap sayısını göster.	medium	SELECT beyan_no , count(*) FROM hesaplar GROUP BY beyan_no
cre_dokümanlar_ve_harcamalar	Hesaplardaki farklı beyan numaraları ve her biri için hesap sayıları nelerdir?	medium	SELECT beyan_no , count(*) FROM hesaplar GROUP BY beyan_no
cre_dokümanlar_ve_harcamalar	En çok hesaba sahip beyanın numarasını ve detaylarını göster.	extra	SELECT T1.beyan_no , T2.beyan_detayları FROM hesaplar AS T1 JOIN beyanlar AS T2 ON T1.beyan_no = T2.beyan_no GROUP BY T1.beyan_no ORDER BY count(*) DESC LIMIT 1
cre_dokümanlar_ve_harcamalar	En çok karşılık gelen hesaplara sahip beyanların beyan numarası ve beyan detayı nedir?	extra	SELECT T1.beyan_no , T2.beyan_detayları FROM hesaplar AS T1 JOIN beyanlar AS T2 ON T1.beyan_no = T2.beyan_no GROUP BY T1.beyan_no ORDER BY count(*) DESC LIMIT 1
cre_dokümanlar_ve_harcamalar	Doküman sayısını göster.	easy	SELECT count(*) FROM dokümanlar
cre_dokümanlar_ve_harcamalar	Doküman sayısını bul.	easy	SELECT count(*) FROM dokümanlar
cre_dokümanlar_ve_harcamalar	Noel CV' veya 'King Book' adlı belge için belge türü kodunu, belge ismini ve belge açıklamasını listele.	extra	SELECT doküman_türü_kodu , doküman_ismi , doküman_açıklaması FROM dokümanlar WHERE doküman_ismi = 'Noel CV' OR doküman_ismi = 'King Book'
cre_dokümanlar_ve_harcamalar	Noel CV' veya 'King Book' ismine sahip dokümanların tür kodu, ismi ve açıklaması nedir?	extra	SELECT doküman_türü_kodu , doküman_ismi , doküman_açıklaması FROM dokümanlar WHERE doküman_ismi = 'Noel CV' OR doküman_ismi = 'King Book'
cre_dokümanlar_ve_harcamalar	Bütün dokümanların numaralarını ve isimlerini göster.	medium	SELECT doküman_no , doküman_ismi FROM dokümanlar
cre_dokümanlar_ve_harcamalar	Bütün dokümanların numaraları ve isimleri nedir?	medium	SELECT doküman_no , doküman_ismi FROM dokümanlar
cre_dokümanlar_ve_harcamalar	Bk doküman tür kodu olan bütün dokümanların isimlerini ve numaralarını bul.	medium	"SELECT doküman_ismi , doküman_no FROM dokümanlar WHERE doküman_türü_kodu = ""BK"""
cre_dokümanlar_ve_harcamalar	BK tür koduna sahip dokümanların isimleri ve numaraları nelerdir?	medium	"SELECT doküman_ismi , doküman_no FROM dokümanlar WHERE doküman_türü_kodu = ""BK"""
cre_dokümanlar_ve_harcamalar	Her ürün numarası için doküman türü kodu BK olan kaç doküman var?	medium	"SELECT count(*) , proje_no FROM dokümanlar WHERE doküman_türü_kodu = ""BK"" GROUP BY proje_no"
cre_dokümanlar_ve_harcamalar	Her ürün numarasına karşılık gelen BK tür koduna sahip doküman sayısını say.	medium	"SELECT count(*) , proje_no FROM dokümanlar WHERE doküman_türü_kodu = ""BK"" GROUP BY proje_no"
cre_dokümanlar_ve_harcamalar	Grafik veritabanı projesi' detayına sahip projelerdeki bütün dokümanların isimlerini ve tarihlerini göster.	medium	SELECT doküman_ismi , doküman_tarihi FROM dokümanlar AS T1 JOIN projeler AS T2 ON T1.proje_no = T2.proje_no WHERE T2.proje_detayları = 'Grafik veritabanı projesi'
cre_dokümanlar_ve_harcamalar	Grafik Veritabanı projesi' detaylarını içeren projeye karşılık gelen dokümanların isimleri ve tarihleri ​​nelerdir?	medium	SELECT doküman_ismi , doküman_tarihi FROM dokümanlar AS T1 JOIN projeler AS T2 ON T1.proje_no = T2.proje_no WHERE T2.proje_detayları = 'Grafik veritabanı projesi'
cre_dokümanlar_ve_harcamalar	Her proje için proje numarasını ve doküman sayısını göster.	medium	SELECT proje_no , count(*) FROM dokümanlar GROUP BY proje_no
cre_dokümanlar_ve_harcamalar	Her proje numarasına karşılık kaç tane doküman vardır?	medium	SELECT proje_no , count(*) FROM dokümanlar GROUP BY proje_no
cre_dokümanlar_ve_harcamalar	En az sayıda doküman içeren projenin numarası nedir?	hard	SELECT proje_no FROM dokümanlar GROUP BY proje_no ORDER BY count(*) ASC LIMIT 1
cre_dokümanlar_ve_harcamalar	En az ilgili dokümanı olan projenin numarasını döndür.	hard	SELECT proje_no FROM dokümanlar GROUP BY proje_no ORDER BY count(*) ASC LIMIT 1
cre_dokümanlar_ve_harcamalar	En az iki dokümana sahip projelerin numaralarını göster.	easy	SELECT proje_no FROM dokümanlar GROUP BY proje_no HAVING count(*) >= 2
cre_dokümanlar_ve_harcamalar	2 veya daha fazla ilgili dokümana sahip projelerin proje numaraları nelerdir?	easy	SELECT proje_no FROM dokümanlar GROUP BY proje_no HAVING count(*) >= 2
cre_dokümanlar_ve_harcamalar	Doküman tür kodlarını ve her kod için doküman sayılarını listele.	medium	SELECT doküman_türü_kodu , count(*) FROM dokümanlar GROUP BY doküman_türü_kodu
cre_dokümanlar_ve_harcamalar	Her türde kaç tane doküman vardır?	medium	SELECT doküman_türü_kodu , count(*) FROM dokümanlar GROUP BY doküman_türü_kodu
cre_dokümanlar_ve_harcamalar	En fazla sayıda belge içeren doküman türü kodu nedir?	hard	SELECT doküman_türü_kodu FROM dokümanlar GROUP BY doküman_türü_kodu ORDER BY count(*) DESC LIMIT 1
cre_dokümanlar_ve_harcamalar	En yaygın doküman türünün kodunu döndür.	hard	SELECT doküman_türü_kodu FROM dokümanlar GROUP BY doküman_türü_kodu ORDER BY count(*) DESC LIMIT 1
cre_dokümanlar_ve_harcamalar	3'ten az dokümana sahip doküman türü kodlarını göster.	easy	SELECT doküman_türü_kodu FROM dokümanlar GROUP BY doküman_türü_kodu HAVING count(*) < 3
cre_dokümanlar_ve_harcamalar	3'ten az dökuman bulunan dökuman türlerine karşılık gelen kodlar nelerdir?	easy	SELECT doküman_türü_kodu FROM dokümanlar GROUP BY doküman_türü_kodu HAVING count(*) < 3
cre_dokümanlar_ve_harcamalar	Detayı 'Özel Proje' olan beyanlar için beyan detayları ve karşılık gelen dosya isimlerini göster.	medium	SELECT T1.beyan_detayları , T2.doküman_ismi FROM beyanlar AS T1 JOIN dokümanlar AS T2 ON T1.beyan_no = T2.doküman_no WHERE T1.beyan_detayları = 'Özel Proje'
cre_dokümanlar_ve_harcamalar	Özel Proje' detaylı beyanların detayları ve karşılık gelen dokümanların isimleri nelerdir?	medium	SELECT T1.beyan_detayları , T2.doküman_ismi FROM beyanlar AS T1 JOIN dokümanlar AS T2 ON T1.beyan_no = T2.doküman_no WHERE T1.beyan_detayları = 'Özel Proje'
cre_dokümanlar_ve_harcamalar	Tüm dökuman türü kodlarını, dökuman türü isimlerini, dökuman türü açıklamalarını göster.	medium	SELECT doküman_türü_kodu , doküman_türü_ismi , doküman_türü_açıklaması FROM ref_doküman_türleri
cre_dokümanlar_ve_harcamalar	Farklı doküman türlerinin kodları, isimleri ve açıklamaları nelerdir?	medium	SELECT doküman_türü_kodu , doküman_türü_ismi , doküman_türü_açıklaması FROM ref_doküman_türleri
cre_dokümanlar_ve_harcamalar	Film doküman türünün açıklaması nedir?	easy	"SELECT doküman_türü_açıklaması FROM ref_doküman_türleri WHERE doküman_türü_ismi = ""Film"""
cre_dokümanlar_ve_harcamalar	Film' dökuman türü isminin açıklamasını döndür.	easy	"SELECT doküman_türü_açıklaması FROM ref_doküman_türleri WHERE doküman_türü_ismi = ""Film"""
cre_dokümanlar_ve_harcamalar	Bütün dokümanlar için doküman türü ismi, doküman türü açıklaması ve oluşturulma tarihi nedir?	medium	SELECT T1.doküman_türü_ismi , T1.doküman_türü_açıklaması , T2.doküman_tarihi FROM ref_doküman_türleri AS T1 JOIN dokümanlar AS T2 ON T1.doküman_türü_kodu = T2.doküman_türü_kodu
cre_dokümanlar_ve_harcamalar	Her dokümanın tür ismini, tür açıklamasını ve tarihini döndür.	medium	SELECT T1.doküman_türü_ismi , T1.doküman_türü_açıklaması , T2.doküman_tarihi FROM ref_doküman_türleri AS T1 JOIN dokümanlar AS T2 ON T1.doküman_türü_kodu = T2.doküman_türü_kodu
cre_dokümanlar_ve_harcamalar	Proje sayısını göster.	easy	SELECT count(*) FROM projeler
cre_dokümanlar_ve_harcamalar	Kaç tane proje var?	easy	SELECT count(*) FROM projeler
cre_dokümanlar_ve_harcamalar	Bütün projelerin numaralarını ve detaylarını sırala.	medium	SELECT proje_no , proje_detayları FROM projeler
cre_dokümanlar_ve_harcamalar	Her projenin numaraları ve detayları nelerdir?	medium	SELECT proje_no , proje_detayları FROM projeler
cre_dokümanlar_ve_harcamalar	En az iki dokümanı olan projenin numarası ve detayı nedir?	medium	SELECT T1.proje_no , T1.proje_detayları FROM projeler AS T1 JOIN dokümanlar AS T2 ON T1.proje_no = T2.proje_no GROUP BY T1.proje_no HAVING count(*) > 2
cre_dokümanlar_ve_harcamalar	İkiden fazla dokümana sahip projelerin numaralarını ve detaylarını döndür.	medium	SELECT T1.proje_no , T1.proje_detayları FROM projeler AS T1 JOIN dokümanlar AS T2 ON T1.proje_no = T2.proje_no GROUP BY T1.proje_no HAVING count(*) > 2
cre_dokümanlar_ve_harcamalar	"""King Book"" dökumanlı projenin proje detayı nedir?"	medium	"SELECT T1.proje_detayları FROM projeler AS T1 JOIN dokümanlar AS T2 ON T1.proje_no = T2.proje_no WHERE T2.doküman_ismi = ""King Book"""
cre_dokümanlar_ve_harcamalar	"Doküman ismi ""King Book"" olan projenin detaylarını ver."	medium	"SELECT T1.proje_detayları FROM projeler AS T1 JOIN dokümanlar AS T2 ON T1.proje_no = T2.proje_no WHERE T2.doküman_ismi = ""King Book"""
cre_dokümanlar_ve_harcamalar	Kaç bütçe türü var?	easy	SELECT count(*) FROM ref_bütçe_kodları
cre_dokümanlar_ve_harcamalar	Bütçe kodlarının sayısını say.	easy	SELECT count(*) FROM ref_bütçe_kodları
cre_dokümanlar_ve_harcamalar	Bütün bütçe türü kodlarını ve açıklamalarını listele.	medium	SELECT bütçe_türü_kodu , bütçe_türü_açıklaması FROM ref_bütçe_kodları
cre_dokümanlar_ve_harcamalar	Her bütçe türünün kodu ve açıklaması nedir?	medium	SELECT bütçe_türü_kodu , bütçe_türü_açıklaması FROM ref_bütçe_kodları
cre_dokümanlar_ve_harcamalar	ORG kodlu bütçe türünün açıklaması nedir?	easy	"SELECT bütçe_türü_açıklaması FROM ref_bütçe_kodları WHERE bütçe_türü_kodu = ""ORG"""
cre_dokümanlar_ve_harcamalar	ORG koduna sahip bütçe türünün açıklamasını döndür.	easy	"SELECT bütçe_türü_açıklaması FROM ref_bütçe_kodları WHERE bütçe_türü_kodu = ""ORG"""
cre_dokümanlar_ve_harcamalar	Kaç tane harcama içeren doküman vardır?	easy	SELECT count(*) FROM harcama_ile_dokümanlar
cre_dokümanlar_ve_harcamalar	Giderleri olan dökuman sayısını say.	easy	SELECT count(*) FROM harcama_ile_dokümanlar
cre_dokümanlar_ve_harcamalar	Bütçe türü kodu 'SF' için doküman numaraları nelerdir?	easy	SELECT doküman_no FROM harcama_ile_dokümanlar WHERE bütçe_türü_kodu = 'SF'
cre_dokümanlar_ve_harcamalar	SF' bütçe koduna sahip harcamalı dokümanların numaralarını ver.	easy	SELECT doküman_no FROM harcama_ile_dokümanlar WHERE bütçe_türü_kodu = 'SF'
cre_dokümanlar_ve_harcamalar	Bütçe türü kodunu ve açıklamasını ve ilgili doküman göster.	medium	SELECT T2.bütçe_türü_kodu , T2.bütçe_türü_açıklaması , T1.doküman_no FROM harcama_ile_dokümanlar AS T1 JOIN ref_bütçe_kodları AS T2 ON T1.bütçe_türü_kodu = T2.bütçe_türü_kodu
cre_dokümanlar_ve_harcamalar	Harcamaları içeren dokümanları için bütçe türü kodlarını, bütçe türü açıklamalarını ve doküman numaralarını döndür.	medium	SELECT T2.bütçe_türü_kodu , T2.bütçe_türü_açıklaması , T1.doküman_no FROM harcama_ile_dokümanlar AS T1 JOIN ref_bütçe_kodları AS T2 ON T1.bütçe_türü_kodu = T2.bütçe_türü_kodu
cre_dokümanlar_ve_harcamalar	Hükümet' olarak açıklanan bütçe türüne sahip bütün dokümanların numaralarını göster.	medium	"SELECT T1.doküman_no FROM harcama_ile_dokümanlar AS T1 JOIN ref_bütçe_kodları AS T2 ON T1.bütçe_türü_kodu = T2.bütçe_türü_kodu WHERE T2.bütçe_türü_açıklaması = ""Hükümet"""
cre_dokümanlar_ve_harcamalar	Hüküment' bütçe açıklamasına sahip dokümanların numaralarını ver.	medium	"SELECT T1.doküman_no FROM harcama_ile_dokümanlar AS T1 JOIN ref_bütçe_kodları AS T2 ON T1.bütçe_türü_kodu = T2.bütçe_türü_kodu WHERE T2.bütçe_türü_açıklaması = ""Hükümet"""
cre_dokümanlar_ve_harcamalar	Bütçe türü kodlarını ve her bütçe türü için doküman sayısını göster.	medium	SELECT bütçe_türü_kodu , count(*) FROM harcama_ile_dokümanlar GROUP BY bütçe_türü_kodu
cre_dokümanlar_ve_harcamalar	Farklı bütçe türü kodları nelerdir ve her koda kaç tane doküman karşılık gelmektedir?	medium	SELECT bütçe_türü_kodu , count(*) FROM harcama_ile_dokümanlar GROUP BY bütçe_türü_kodu
cre_dokümanlar_ve_harcamalar	En fazla doküman içeren bütçe türü kodu nedir?	hard	SELECT bütçe_türü_kodu FROM harcama_ile_dokümanlar GROUP BY bütçe_türü_kodu ORDER BY count(*) DESC LIMIT 1
cre_dokümanlar_ve_harcamalar	Harcamaları içeren dokümanlar arasında en yaygın bütçe türü kodunu ver.	hard	SELECT bütçe_türü_kodu FROM harcama_ile_dokümanlar GROUP BY bütçe_türü_kodu ORDER BY count(*) DESC LIMIT 1
cre_dokümanlar_ve_harcamalar	Harcama bütçesi olmayan dokümanların numaraları nelerdir?	hard	SELECT doküman_no FROM dokümanlar EXCEPT SELECT doküman_no FROM harcama_ile_dokümanlar
cre_dokümanlar_ve_harcamalar	Masrafı olmayan dokümanların numaralarını döndür.	hard	SELECT doküman_no FROM dokümanlar EXCEPT SELECT doküman_no FROM harcama_ile_dokümanlar
cre_dokümanlar_ve_harcamalar	Harcama dokümanları dışında türü CV olan bütün dokümanların numaralarını göster.	hard	"SELECT doküman_no FROM dokümanlar WHERE doküman_türü_kodu = ""CV"" EXCEPT SELECT doküman_no FROM harcama_ile_dokümanlar"
cre_dokümanlar_ve_harcamalar	Harcaması olmayıp CV tür koduna sahip dokümanların numaraları nelerdir?	hard	"SELECT doküman_no FROM dokümanlar WHERE doküman_türü_kodu = ""CV"" EXCEPT SELECT doküman_no FROM harcama_ile_dokümanlar"
cre_dokümanlar_ve_harcamalar	İsminde 's' harfi bulunan ve gider bütçelerinin yer aldığı belgelerin numaraları nelerdir?	hard	SELECT T1.doküman_no FROM dokümanlar AS T1 JOIN harcama_ile_dokümanlar AS T2 ON T1.doküman_no = T2.doküman_no WHERE T1.doküman_ismi LIKE '%s%'
cre_dokümanlar_ve_harcamalar	Harcamaları olan ve isimlerinde s harfını içeren dokümanların numaralarını ver.	hard	SELECT T1.doküman_no FROM dokümanlar AS T1 JOIN harcama_ile_dokümanlar AS T2 ON T1.doküman_no = T2.doküman_no WHERE T1.doküman_ismi LIKE '%s%'
cre_dokümanlar_ve_harcamalar	Harcaması olmayan kaç tane doküman vardır?	extra	SELECT count(*) FROM dokümanlar WHERE doküman_no NOT IN ( SELECT doküman_no FROM harcama_ile_dokümanlar )
cre_dokümanlar_ve_harcamalar	Masrafı olmayan doküman sayısını say.	extra	SELECT count(*) FROM dokümanlar WHERE doküman_no NOT IN ( SELECT doküman_no FROM harcama_ile_dokümanlar )
cre_dokümanlar_ve_harcamalar	Hem 'GV' türü hem de 'SF' türü harcamaları içeren dokümanların tarihleri ​​nelerdir?	extra	SELECT T1.doküman_tarihi FROM dokümanlar AS T1 JOIN harcama_ile_dokümanlar AS T2 ON T1.doküman_no = T2.doküman_no WHERE T2.bütçe_türü_kodu = 'GV' INTERSECT SELECT T1.doküman_tarihi FROM dokümanlar AS T1 JOIN harcama_ile_dokümanlar AS T2 ON T1.doküman_no = T2.doküman_no WHERE T2.bütçe_türü_kodu = 'SF'
cre_dokümanlar_ve_harcamalar	GV' ve 'SF' bütçe türlerine sahip dokümanların oluşturulma tarihlerini ver.	extra	SELECT T1.doküman_tarihi FROM dokümanlar AS T1 JOIN harcama_ile_dokümanlar AS T2 ON T1.doküman_no = T2.doküman_no WHERE T2.bütçe_türü_kodu = 'GV' INTERSECT SELECT T1.doküman_tarihi FROM dokümanlar AS T1 JOIN harcama_ile_dokümanlar AS T2 ON T1.doküman_no = T2.doküman_no WHERE T2.bütçe_türü_kodu = 'SF'
cre_dokümanlar_ve_harcamalar	En büyük değere sahip veya içinde '5' karakteri bulunan hesap ayrıntıları nelerdir?	hard	"SELECT max(hesap_detayları) FROM hesaplar UNION SELECT hesap_detayları FROM hesaplar WHERE hesap_detayları LIKE ""%5%"""
cre_dokümanlar_ve_harcamalar	En yüksek değeri olan hesabın ayrıntılarını ve ayrıca 5 karakterini içerenleri döndür.	hard	"SELECT max(hesap_detayları) FROM hesaplar UNION SELECT hesap_detayları FROM hesaplar WHERE hesap_detayları LIKE ""%5%"""
bilim_insanı_1	Toplam bilim insanı sayısını bul.	easy	SELECT count(*) FROM Bilimİnsanları
bilim_insanı_1	Kaç bilim insanı var?	easy	SELECT count(*) FROM Bilimİnsanları
bilim_insanı_1	Bütün projelerin toplam saatini bul.	easy	SELECT sum(Saatler) FROM Projeler
bilim_insanı_1	Bütün projeler için harcanan toplam saat sayıs nedir?	easy	SELECT sum(Saatler) FROM Projeler
bilim_insanı_1	Herhangi bir projede kaç farklı bilim insanı görev alıyor?	easy	SELECT count(DISTINCT Bilimİnsanı) FROM Atanma
bilim_insanı_1	Herhangi bir projeye atanmış farklı bilim insanlarının sayısını say.	easy	SELECT count(DISTINCT Bilimİnsanı) FROM Atanma
bilim_insanı_1	Farklı proje sayısını bul.	easy	SELECT count(DISTINCT İsim) FROM Projeler
bilim_insanı_1	Kaç farklı proje var?	easy	SELECT count(DISTINCT İsim) FROM Projeler
bilim_insanı_1	Bütün projelerin ortalama saatini bul.	easy	SELECT avg(Saatler) FROM Projeler
bilim_insanı_1	Bütün projeler için harcanan ortalama saat nedir?	easy	SELECT avg(Saatler) FROM Projeler
bilim_insanı_1	En uzun süre devam eden projenin ismini bul.	medium	SELECT İsim FROM Projeler ORDER BY Saatler DESC LIMIT 1
bilim_insanı_1	En çok saati olan projenin ismi nedir?	medium	SELECT İsim FROM Projeler ORDER BY Saatler DESC LIMIT 1
bilim_insanı_1	Bütün projelerin ortalama çalışma saatinden uzun idare edilen bütün projelerin isimlerini sırala.	hard	SELECT İsim FROM Projeler WHERE Saatler > (SELECT avg(Saatler) FROM Projeler)
bilim_insanı_1	Tüm projeler için ortalama saat sayısından daha uzun süren projelerin isimleri nelerdir?	hard	SELECT İsim FROM Projeler WHERE Saatler > (SELECT avg(Saatler) FROM Projeler)
bilim_insanı_1	Bilim insanı sayısı en çok olan projenin ismi ve saatlerini bul.	extra	SELECT T1.İsim , T1.Saatler FROM Projeler AS T1 JOIN Atanma AS T2 ON T1.Kod = T2.Proje GROUP BY T2.Proje ORDER BY count(*) DESC LIMIT 1
